event_id,query_id,sku_clicked,position,clicked
EVT-00665,Q119,RW-1336,1,1
EVT-00666,Q107,RW-1355,1,1
EVT-00667,Q035,RW-1014,1,1
EVT-00668,Q024,RW-1139,1,1
EVT-00669,Q090,RW-1390,1,1
EVT-00670,Q040,RW-1173,1,1
EVT-00671,Q045,RW-1003,1,1
EVT-00672,Q024,RW-1073,6,1
EVT-00673,Q073,RW-1336,1,1
EVT-00674,Q052,RW-1035,2,1
EVT-00675,Q019,RW-1379,2,1
EVT-00676,Q082,RW-1015,9,1
EVT-00677,Q012,RW-1382,1,1
EVT-00678,Q068,RW-1110,2,1
EVT-00679,Q049,RW-1214,8,1
EVT-00680,Q059,RW-1174,5,1
EVT-00681,Q021,RW-1189,4,1
EVT-00682,Q040,RW-1369,1,1
EVT-00683,Q042,RW-1397,1,1
EVT-00684,Q073,RW-1305,3,1
EVT-00685,Q011,RW-1026,6,1
EVT-00686,Q020,RW-1080,2,1
EVT-00687,Q097,RW-1316,2,1
EVT-00688,Q007,RW-1345,1,1
EVT-00689,Q011,RW-1139,4,1
EVT-00690,Q057,RW-1338,1,1
EVT-00691,Q055,RW-1248,1,1
EVT-00692,Q078,RW-1226,2,1
EVT-00693,Q054,RW-1139,2,1
EVT-00694,Q028,RW-1386,1,1
EVT-00695,Q066,RW-1058,1,1
EVT-00696,Q045,RW-1220,3,1
EVT-00697,Q015,RW-1145,1,1
EVT-00698,Q087,RW-1347,2,1
EVT-00699,Q076,RW-1249,1,1
EVT-00700,Q068,RW-1341,2,1
EVT-00701,Q040,RW-1023,2,1
EVT-00702,Q029,RW-1202,1,1
EVT-00703,Q077,RW-1028,1,1
EVT-00704,Q001,RW-1104,1,1
EVT-00705,Q039,RW-1108,1,1
EVT-00706,Q099,RW-1070,9,1
EVT-00707,Q098,RW-1130,1,1
EVT-00708,Q038,RW-1167,4,1
EVT-00709,Q016,RW-1003,1,1
EVT-00710,Q064,RW-1382,3,1
EVT-00711,Q056,RW-1089,4,1
EVT-00712,Q017,RW-1194,2,1
EVT-00713,Q069,RW-1360,2,1
EVT-00714,Q030,RW-1256,2,1
EVT-00715,Q072,RW-1342,1,1
EVT-00716,Q104,RW-1181,6,1
EVT-00717,Q010,RW-1203,5,1
EVT-00718,Q111,RW-1379,8,1
EVT-00719,Q006,RW-1223,1,1
EVT-00720,Q003,RW-1235,3,1
EVT-00721,Q118,RW-1039,7,1
EVT-00722,Q111,RW-1160,1,1
EVT-00723,Q074,RW-1219,1,1
EVT-00724,Q074,RW-1207,3,1
EVT-00725,Q091,RW-1327,2,1
EVT-00726,Q054,RW-1148,5,1
EVT-00727,Q015,RW-1207,1,1
EVT-00728,Q003,RW-1166,4,1
EVT-00729,Q022,RW-1316,1,1
EVT-00730,Q059,RW-1353,1,1
EVT-00731,Q118,RW-1185,1,1
EVT-00732,Q012,RW-1223,4,1
EVT-00733,Q109,RW-1054,3,1
EVT-00734,Q032,RW-1223,2,1
EVT-00735,Q076,RW-1205,2,1
EVT-00736,Q068,RW-1040,5,1
EVT-00737,Q051,RW-1158,2,1
EVT-00738,Q096,RW-1173,4,1
EVT-00739,Q029,RW-1170,2,1
EVT-00740,Q100,RW-1086,2,1
EVT-00741,Q010,RW-1261,2,1
EVT-00742,Q082,RW-1058,1,1
EVT-00743,Q068,RW-1261,3,1
EVT-00744,Q025,RW-1397,2,1
EVT-00745,Q045,RW-1179,1,1
EVT-00746,Q094,RW-1330,6,1
EVT-00747,Q105,RW-1075,2,1
EVT-00748,Q031,RW-1052,2,1
EVT-00749,Q019,RW-1131,6,1
EVT-00750,Q026,RW-1088,3,1
EVT-00751,Q078,RW-1078,1,1
EVT-00752,Q098,RW-1388,7,1
EVT-00753,Q084,RW-1038,3,1
EVT-00754,Q023,RW-1395,1,1
EVT-00755,Q081,RW-1252,1,1
EVT-00756,Q060,RW-1386,4,1
EVT-00757,Q073,RW-1389,3,1
EVT-00758,Q075,RW-1229,2,1
EVT-00759,Q088,RW-1289,6,1
EVT-00760,Q083,RW-1325,4,1
EVT-00761,Q080,RW-1165,1,1
EVT-00762,Q111,RW-1321,1,1
EVT-00763,Q041,RW-1077,1,1
EVT-00764,Q057,RW-1034,3,1
EVT-00765,Q061,RW-1226,1,1
EVT-00766,Q081,RW-1155,2,1
EVT-00767,Q102,RW-1140,4,1
EVT-00768,Q076,RW-1028,5,1
EVT-00769,Q046,RW-1259,1,1
EVT-00770,Q010,RW-1158,4,1
EVT-00771,Q060,RW-1231,1,1
EVT-00772,Q005,RW-1029,5,1
EVT-00773,Q048,RW-1146,1,1
EVT-00774,Q010,RW-1330,2,1
EVT-00775,Q111,RW-1046,4,1
EVT-00776,Q079,RW-1304,1,1
EVT-00777,Q065,RW-1196,1,1
EVT-00778,Q060,RW-1297,3,1
EVT-00779,Q071,RW-1378,3,1
EVT-00780,Q115,RW-1021,3,1
EVT-00781,Q058,RW-1292,3,1
EVT-00782,Q084,RW-1096,2,1
EVT-00783,Q042,RW-1309,1,1
EVT-00784,Q061,RW-1256,1,1
EVT-00785,Q020,RW-1031,1,1
EVT-00786,Q058,RW-1052,6,1
EVT-00787,Q104,RW-1175,2,1
EVT-00788,Q092,RW-1043,2,1
EVT-00789,Q065,RW-1330,2,1
EVT-00790,Q023,RW-1020,7,1
EVT-00791,Q032,RW-1362,1,1
EVT-00792,Q057,RW-1224,2,1
EVT-00793,Q068,RW-1267,2,1
EVT-00794,Q079,RW-1081,3,1
EVT-00795,Q047,RW-1190,1,1
EVT-00796,Q118,RW-1144,5,1
EVT-00797,Q050,RW-1209,7,1
EVT-00798,Q100,RW-1173,2,1
EVT-00799,Q087,RW-1306,3,1
EVT-00800,Q007,RW-1323,6,1
EVT-00801,Q083,RW-1171,3,1
EVT-00802,Q009,RW-1168,1,1
EVT-00803,Q013,RW-1285,2,1
EVT-00804,Q087,RW-1197,3,1
EVT-00805,Q037,RW-1129,2,1
EVT-00806,Q093,RW-1336,3,1
EVT-00807,Q117,RW-1308,7,1
EVT-00808,Q112,RW-1076,6,1
EVT-00809,Q043,RW-1041,2,1
EVT-00810,Q075,RW-1339,1,1
EVT-00811,Q019,RW-1179,9,1
EVT-00812,Q040,RW-1335,5,1
EVT-00813,Q090,RW-1339,1,1
EVT-00814,Q051,RW-1066,6,1
EVT-00815,Q077,RW-1362,5,1
EVT-00816,Q011,RW-1158,2,1
EVT-00817,Q072,RW-1192,2,1
EVT-00818,Q083,RW-1168,2,1
EVT-00819,Q105,RW-1065,1,1
EVT-00820,Q086,RW-1359,1,1
EVT-00821,Q107,RW-1378,4,1
EVT-00822,Q088,RW-1269,1,1
EVT-00823,Q012,RW-1330,1,1
EVT-00824,Q086,RW-1216,2,1
EVT-00825,Q066,RW-1185,2,1
EVT-00826,Q003,RW-1185,6,1
EVT-00827,Q040,RW-1092,1,1
EVT-00828,Q028,RW-1174,1,1
EVT-00829,Q099,RW-1248,3,1
EVT-00830,Q025,RW-1115,2,1
EVT-00831,Q018,RW-1079,1,1
EVT-00832,Q010,RW-1151,2,1
EVT-00833,Q109,RW-1051,1,1
EVT-00834,Q065,RW-1394,1,1
EVT-00835,Q070,RW-1378,2,1
EVT-00836,Q114,RW-1269,2,1
EVT-00837,Q005,RW-1338,6,1
EVT-00838,Q044,RW-1392,2,1
EVT-00839,Q080,RW-1067,2,1
EVT-00840,Q077,RW-1192,3,1
EVT-00841,Q020,RW-1083,1,1
EVT-00842,Q024,RW-1354,3,1
EVT-00843,Q099,RW-1319,1,1
EVT-00844,Q104,RW-1084,8,1
EVT-00845,Q093,RW-1224,1,1
EVT-00846,Q006,RW-1210,2,1
EVT-00847,Q047,RW-1346,1,1
EVT-00848,Q093,RW-1121,10,1
EVT-00849,Q057,RW-1312,2,1
EVT-00850,Q037,RW-1385,2,1
EVT-00851,Q096,RW-1229,1,1
EVT-00852,Q030,RW-1273,3,1
EVT-00853,Q031,RW-1158,1,1
EVT-00854,Q104,RW-1240,6,1
EVT-00855,Q116,RW-1099,1,1
EVT-00856,Q048,RW-1347,1,1
EVT-00857,Q074,RW-1225,1,1
EVT-00858,Q060,RW-1393,2,1
EVT-00859,Q037,RW-1398,2,1
EVT-00860,Q049,RW-1257,1,1
EVT-00861,Q068,RW-1214,4,1
EVT-00862,Q021,RW-1102,2,1
EVT-00863,Q103,RW-1309,2,1
EVT-00864,Q018,RW-1128,2,1
EVT-00865,Q007,RW-1328,2,1
EVT-00866,Q062,RW-1190,2,1
EVT-00867,Q071,RW-1052,1,1
EVT-00868,Q092,RW-1264,1,1
EVT-00869,Q109,RW-1063,5,1
EVT-00870,Q037,RW-1042,7,1
EVT-00871,Q098,RW-1082,2,1
EVT-00872,Q035,RW-1230,1,1
EVT-00873,Q116,RW-1262,3,1
EVT-00874,Q019,RW-1223,2,1
EVT-00875,Q012,RW-1113,1,1
EVT-00876,Q105,RW-1230,1,1
EVT-00877,Q114,RW-1178,3,1
EVT-00878,Q120,RW-1013,3,1
EVT-00879,Q054,RW-1027,1,1
EVT-00880,Q051,RW-1257,1,1
EVT-00881,Q048,RW-1120,1,1
EVT-00882,Q050,RW-1041,3,1
EVT-00883,Q048,RW-1114,1,1
EVT-00884,Q004,RW-1163,1,1
EVT-00885,Q120,RW-1050,4,1
EVT-00886,Q108,RW-1365,1,1
EVT-00887,Q084,RW-1171,3,1
EVT-00888,Q102,RW-1074,1,1
EVT-00889,Q018,RW-1019,1,1
EVT-00890,Q037,RW-1241,1,1
EVT-00891,Q090,RW-1071,3,1
EVT-00892,Q098,RW-1361,5,1
EVT-00893,Q061,RW-1229,5,1
EVT-00894,Q079,RW-1002,2,1
EVT-00895,Q116,RW-1040,3,1
EVT-00896,Q003,RW-1131,1,1
EVT-00897,Q028,RW-1076,1,1
EVT-00898,Q071,RW-1372,6,1
EVT-00899,Q078,RW-1270,1,1
EVT-00900,Q055,RW-1056,1,1
EVT-00901,Q100,RW-1147,1,1
EVT-00902,Q031,RW-1154,1,1
EVT-00903,Q016,RW-1024,1,1
EVT-00904,Q031,RW-1214,2,1
EVT-00905,Q082,RW-1318,2,1
EVT-00906,Q059,RW-1032,6,1
EVT-00907,Q015,RW-1255,4,1
EVT-00908,Q077,RW-1274,1,1
EVT-00909,Q003,RW-1323,1,1
EVT-00910,Q066,RW-1294,2,1
EVT-00911,Q031,RW-1367,2,1
EVT-00912,Q019,RW-1149,1,1
EVT-00913,Q055,RW-1000,3,1
EVT-00914,Q079,RW-1180,2,1
EVT-00915,Q031,RW-1292,2,1
EVT-00916,Q054,RW-1095,2,1
EVT-00917,Q086,RW-1342,1,1
EVT-00918,Q011,RW-1268,7,1
EVT-00919,Q047,RW-1034,4,1
EVT-00920,Q068,RW-1278,1,1
EVT-00921,Q065,RW-1259,5,1
EVT-00922,Q071,RW-1010,2,1
EVT-00923,Q050,RW-1240,6,1
EVT-00924,Q006,RW-1325,4,1
EVT-00925,Q050,RW-1191,2,1
EVT-00926,Q033,RW-1382,1,1
EVT-00927,Q003,RW-1182,1,1
EVT-00928,Q101,RW-1034,2,1
EVT-00929,Q045,RW-1123,3,1
EVT-00930,Q094,RW-1336,1,1
EVT-00931,Q081,RW-1053,1,1
EVT-00932,Q099,RW-1297,5,1
EVT-00933,Q095,RW-1387,9,1
EVT-00934,Q043,RW-1068,2,1
EVT-00935,Q006,RW-1180,1,1
EVT-00936,Q070,RW-1173,1,1
EVT-00937,Q105,RW-1329,1,1
EVT-00938,Q023,RW-1398,6,1
EVT-00939,Q088,RW-1237,1,1
EVT-00940,Q090,RW-1245,2,1
EVT-00941,Q081,RW-1093,1,1
EVT-00942,Q104,RW-1069,2,1
EVT-00943,Q009,RW-1366,3,1
EVT-00944,Q100,RW-1234,4,1
EVT-00945,Q005,RW-1150,1,1
EVT-00946,Q026,RW-1022,1,1
EVT-00947,Q102,RW-1102,1,1
EVT-00948,Q114,RW-1021,6,1
EVT-00949,Q041,RW-1158,5,1
EVT-00950,Q066,RW-1203,2,1
EVT-00951,Q105,RW-1278,3,1
EVT-00952,Q061,RW-1129,3,1
EVT-00953,Q005,RW-1385,1,1
EVT-00954,Q083,RW-1097,6,1
EVT-00955,Q037,RW-1182,2,1
EVT-00956,Q111,RW-1399,2,1
EVT-00957,Q007,RW-1335,2,1
EVT-00958,Q043,RW-1139,1,1
EVT-00959,Q016,RW-1188,1,1
EVT-00960,Q056,RW-1204,3,1
EVT-00961,Q096,RW-1225,1,1
EVT-00962,Q115,RW-1197,3,1
EVT-00963,Q044,RW-1095,1,1
EVT-00964,Q064,RW-1354,2,1
EVT-00965,Q064,RW-1188,1,1
EVT-00966,Q119,RW-1265,2,1
EVT-00967,Q035,RW-1042,3,1
EVT-00968,Q094,RW-1217,1,1
EVT-00969,Q011,RW-1220,2,1
EVT-00970,Q078,RW-1092,2,1
EVT-00971,Q070,RW-1150,3,1
EVT-00972,Q042,RW-1052,7,1
EVT-00973,Q011,RW-1167,3,1
EVT-00974,Q085,RW-1151,1,1
EVT-00975,Q040,RW-1228,1,1
EVT-00976,Q078,RW-1367,1,1
EVT-00977,Q055,RW-1085,2,1
EVT-00978,Q089,RW-1227,1,1
EVT-00979,Q045,RW-1228,2,1
EVT-00980,Q006,RW-1372,2,1
EVT-00981,Q112,RW-1180,1,1
EVT-00982,Q079,RW-1222,4,1
EVT-00983,Q036,RW-1327,1,1
EVT-00984,Q102,RW-1029,1,1
EVT-00985,Q010,RW-1343,3,1
EVT-00986,Q082,RW-1207,2,1
EVT-00987,Q047,RW-1262,3,1
EVT-00988,Q103,RW-1383,2,1
EVT-00989,Q087,RW-1081,1,1
EVT-00990,Q004,RW-1073,4,1
EVT-00991,Q109,RW-1311,4,1
EVT-00992,Q087,RW-1224,3,1
EVT-00993,Q005,RW-1064,1,1
EVT-00994,Q009,RW-1120,2,1
EVT-00995,Q100,RW-1330,2,1
EVT-00996,Q047,RW-1185,1,1
EVT-00997,Q050,RW-1290,6,1
EVT-00998,Q005,RW-1309,1,1
EVT-00999,Q020,RW-1347,7,1
EVT-01000,Q058,RW-1189,2,1
EVT-01001,Q048,RW-1227,1,1
EVT-01002,Q098,RW-1039,2,1
EVT-01003,Q074,RW-1070,5,1
EVT-01004,Q068,RW-1187,3,1
EVT-01005,Q051,RW-1160,4,1
EVT-01006,Q084,RW-1142,3,1
EVT-01007,Q032,RW-1058,3,1
EVT-01008,Q004,RW-1376,5,1
EVT-01009,Q024,RW-1255,1,1
EVT-01010,Q067,RW-1198,2,1
EVT-01011,Q117,RW-1287,1,1
EVT-01012,Q016,RW-1134,9,1
EVT-01013,Q100,RW-1133,7,1
EVT-01014,Q091,RW-1228,1,1
EVT-01015,Q028,RW-1313,3,1
EVT-01016,Q037,RW-1355,6,1
EVT-01017,Q118,RW-1251,1,1
EVT-01018,Q026,RW-1062,2,1
EVT-01019,Q018,RW-1037,6,1
EVT-01020,Q058,RW-1088,1,1
EVT-01021,Q116,RW-1365,3,1
EVT-01022,Q057,RW-1044,1,1
EVT-01023,Q104,RW-1349,6,1
EVT-01024,Q109,RW-1163,8,1
EVT-01025,Q086,RW-1177,7,1
EVT-01026,Q091,RW-1033,2,1
EVT-01027,Q071,RW-1277,5,1
EVT-01028,Q038,RW-1153,5,1
EVT-01029,Q109,RW-1080,1,1
EVT-01030,Q092,RW-1363,4,1
EVT-01031,Q119,RW-1358,1,1
EVT-01032,Q082,RW-1089,2,1
EVT-01033,Q102,RW-1185,1,1
EVT-01034,Q066,RW-1114,1,1
EVT-01035,Q016,RW-1102,1,1
EVT-01036,Q102,RW-1071,3,1
EVT-01037,Q031,RW-1252,1,1
EVT-01038,Q004,RW-1184,3,1
EVT-01039,Q071,RW-1293,1,1
EVT-01040,Q048,RW-1239,1,1
EVT-01041,Q103,RW-1282,2,1
EVT-01042,Q017,RW-1313,4,1
EVT-01043,Q114,RW-1044,1,1
EVT-01044,Q009,RW-1158,3,1
EVT-01045,Q051,RW-1367,5,1
EVT-01046,Q093,RW-1245,3,1
EVT-01047,Q068,RW-1210,1,1
EVT-01048,Q099,RW-1209,1,1
EVT-01049,Q106,RW-1294,5,1
EVT-01050,Q010,RW-1064,1,1
EVT-01051,Q041,RW-1328,5,1
EVT-01052,Q010,RW-1230,2,1
EVT-01053,Q060,RW-1348,7,1
EVT-01054,Q067,RW-1176,4,1
EVT-01055,Q017,RW-1399,10,1
EVT-01056,Q071,RW-1327,2,1
EVT-01057,Q076,RW-1093,4,1
EVT-01058,Q099,RW-1066,2,1
EVT-01059,Q056,RW-1257,2,1
EVT-01060,Q117,RW-1028,3,1
EVT-01061,Q107,RW-1063,5,1
EVT-01062,Q067,RW-1078,9,1
EVT-01063,Q039,RW-1084,4,1
EVT-01064,Q021,RW-1165,2,1
EVT-01065,Q120,RW-1363,2,1
EVT-01066,Q029,RW-1177,3,1
EVT-01067,Q067,RW-1145,1,1
EVT-01068,Q109,RW-1040,1,1
EVT-01069,Q033,RW-1100,2,1
EVT-01070,Q082,RW-1282,1,1
EVT-01071,Q036,RW-1064,1,1
EVT-01072,Q081,RW-1155,1,1
EVT-01073,Q079,RW-1273,1,1
EVT-01074,Q012,RW-1257,1,1
EVT-01075,Q083,RW-1086,9,1
EVT-01076,Q076,RW-1297,2,1
EVT-01077,Q020,RW-1087,2,1
EVT-01078,Q085,RW-1319,3,1
EVT-01079,Q093,RW-1309,1,1
EVT-01080,Q044,RW-1288,7,1
EVT-01081,Q006,RW-1014,4,1
EVT-01082,Q011,RW-1023,1,1
EVT-01083,Q083,RW-1394,2,1
EVT-01084,Q074,RW-1135,5,1
EVT-01085,Q084,RW-1107,7,1
EVT-01086,Q099,RW-1292,2,1
EVT-01087,Q054,RW-1316,3,1
EVT-01088,Q082,RW-1015,1,1
EVT-01089,Q064,RW-1321,10,1
EVT-01090,Q070,RW-1148,1,1
EVT-01091,Q083,RW-1154,7,1
EVT-01092,Q062,RW-1125,3,1
EVT-01093,Q104,RW-1350,3,1
EVT-01094,Q052,RW-1152,2,1
EVT-01095,Q059,RW-1037,1,1
EVT-01096,Q089,RW-1030,1,1
EVT-01097,Q021,RW-1225,1,1
EVT-01098,Q054,RW-1247,1,1
EVT-01099,Q060,RW-1104,4,1
EVT-01100,Q044,RW-1310,2,1
EVT-01101,Q019,RW-1160,1,1
EVT-01102,Q111,RW-1367,8,1
EVT-01103,Q041,RW-1375,5,1
EVT-01104,Q111,RW-1176,6,1
EVT-01105,Q052,RW-1066,10,1
EVT-01106,Q098,RW-1189,1,1
EVT-01107,Q066,RW-1287,2,1
EVT-01108,Q014,RW-1163,4,1
EVT-01109,Q031,RW-1238,3,1
EVT-01110,Q016,RW-1136,1,1
EVT-01111,Q058,RW-1126,4,1
EVT-01112,Q019,RW-1049,1,1
EVT-01113,Q007,RW-1148,1,1
EVT-01114,Q050,RW-1315,2,1
EVT-01115,Q054,RW-1127,2,1
EVT-01116,Q111,RW-1081,2,1
EVT-01117,Q105,RW-1167,1,1
EVT-01118,Q120,RW-1295,5,1
EVT-01119,Q093,RW-1160,1,1
EVT-01120,Q025,RW-1390,1,1
EVT-01121,Q021,RW-1255,5,1
EVT-01122,Q066,RW-1239,7,1
EVT-01123,Q064,RW-1157,5,1
EVT-01124,Q064,RW-1011,4,1
EVT-01125,Q012,RW-1201,3,1
EVT-01126,Q065,RW-1234,2,1
EVT-01127,Q031,RW-1110,1,1
EVT-01128,Q075,RW-1180,2,1
EVT-01129,Q007,RW-1025,2,1
EVT-01130,Q037,RW-1253,1,1
EVT-01131,Q077,RW-1334,3,1
EVT-01132,Q087,RW-1240,2,1
EVT-01133,Q037,RW-1274,1,1
EVT-01134,Q002,RW-1055,1,1
EVT-01135,Q056,RW-1068,3,1
EVT-01136,Q113,RW-1135,1,1
EVT-01137,Q094,RW-1187,5,1
EVT-01138,Q098,RW-1206,2,1
EVT-01139,Q047,RW-1023,2,1
EVT-01140,Q052,RW-1026,2,1
EVT-01141,Q073,RW-1287,4,1
EVT-01142,Q025,RW-1185,1,1
EVT-01143,Q071,RW-1147,3,1
EVT-01144,Q010,RW-1197,2,1
EVT-01145,Q065,RW-1230,1,1
EVT-01146,Q098,RW-1281,5,1
EVT-01147,Q036,RW-1319,4,1
EVT-01148,Q088,RW-1312,3,1
EVT-01149,Q016,RW-1065,5,1
EVT-01150,Q013,RW-1201,5,1
EVT-01151,Q048,RW-1173,3,1
EVT-01152,Q072,RW-1187,5,1
EVT-01153,Q097,RW-1073,3,1
EVT-01154,Q026,RW-1308,3,1
EVT-01155,Q066,RW-1205,3,1
EVT-01156,Q065,RW-1020,4,1
EVT-01157,Q006,RW-1019,1,1
EVT-01158,Q018,RW-1365,5,1
EVT-01159,Q043,RW-1242,5,1
EVT-01160,Q067,RW-1233,1,1
EVT-01161,Q020,RW-1310,4,1
EVT-01162,Q115,RW-1263,1,1
EVT-01163,Q018,RW-1167,1,1
EVT-01164,Q120,RW-1313,3,1
EVT-01165,Q041,RW-1083,1,1
EVT-01166,Q051,RW-1315,4,1
EVT-01167,Q095,RW-1153,5,1
EVT-01168,Q076,RW-1172,2,1
EVT-01169,Q065,RW-1260,1,1
EVT-01170,Q069,RW-1250,1,1
EVT-01171,Q091,RW-1288,3,1
EVT-01172,Q039,RW-1243,9,1
EVT-01173,Q105,RW-1008,3,1
EVT-01174,Q048,RW-1169,1,1
EVT-01175,Q087,RW-1056,3,1
EVT-01176,Q054,RW-1298,2,1
EVT-01177,Q040,RW-1371,4,1
EVT-01178,Q112,RW-1352,1,1
EVT-01179,Q081,RW-1013,4,1
EVT-01180,Q077,RW-1242,2,1
EVT-01181,Q034,RW-1335,8,1
EVT-01182,Q101,RW-1397,1,1
EVT-01183,Q075,RW-1295,3,1
EVT-01184,Q030,RW-1369,7,1
EVT-01185,Q007,RW-1298,1,1
EVT-01186,Q062,RW-1087,7,1
EVT-01187,Q068,RW-1322,3,1
EVT-01188,Q093,RW-1317,1,1
EVT-01189,Q100,RW-1194,1,1
EVT-01190,Q019,RW-1348,3,1
EVT-01191,Q032,RW-1016,1,1
EVT-01192,Q074,RW-1358,2,1
EVT-01193,Q015,RW-1097,1,1
EVT-01194,Q003,RW-1225,3,1
EVT-01195,Q041,RW-1214,1,1
EVT-01196,Q020,RW-1211,5,1
EVT-01197,Q089,RW-1104,8,1
EVT-01198,Q053,RW-1256,8,1
EVT-01199,Q100,RW-1313,3,1
EVT-01200,Q118,RW-1241,1,1
EVT-01201,Q112,RW-1376,4,1
EVT-01202,Q094,RW-1031,1,1
EVT-01203,Q091,RW-1070,1,1
EVT-01204,Q067,RW-1106,1,1
EVT-01205,Q072,RW-1166,2,1
EVT-01206,Q085,RW-1244,4,1
EVT-01207,Q068,RW-1192,3,1
EVT-01208,Q041,RW-1088,2,1
EVT-01209,Q059,RW-1272,1,1
EVT-01210,Q044,RW-1279,10,1
EVT-01211,Q046,RW-1346,2,1
EVT-01212,Q099,RW-1369,2,1
EVT-01213,Q088,RW-1329,1,1
EVT-01214,Q103,RW-1354,4,1
EVT-01215,Q034,RW-1312,3,1
EVT-01216,Q062,RW-1098,1,1
EVT-01217,Q032,RW-1142,1,1
EVT-01218,Q072,RW-1152,3,1
EVT-01219,Q029,RW-1152,3,1
EVT-01220,Q099,RW-1147,1,1
EVT-01221,Q091,RW-1106,7,1
EVT-01222,Q089,RW-1360,1,1
EVT-01223,Q063,RW-1162,2,1
EVT-01224,Q062,RW-1178,7,1
EVT-01225,Q072,RW-1369,2,1
EVT-01226,Q036,RW-1147,3,1
EVT-01227,Q016,RW-1293,2,1
EVT-01228,Q087,RW-1278,1,1
EVT-01229,Q049,RW-1202,9,1
EVT-01230,Q105,RW-1176,2,1
EVT-01231,Q099,RW-1074,6,1
EVT-01232,Q038,RW-1021,1,1
EVT-01233,Q037,RW-1365,1,1
EVT-01234,Q011,RW-1177,1,1
EVT-01235,Q119,RW-1226,3,1
EVT-01236,Q084,RW-1131,2,1
EVT-01237,Q096,RW-1245,5,1
EVT-01238,Q028,RW-1103,2,1
EVT-01239,Q106,RW-1275,8,1
EVT-01240,Q035,RW-1287,1,1
EVT-01241,Q090,RW-1139,5,1
EVT-01242,Q018,RW-1055,4,1
EVT-01243,Q079,RW-1379,4,1
EVT-01244,Q076,RW-1122,5,1
EVT-01245,Q032,RW-1025,4,1
EVT-01246,Q086,RW-1271,3,1
EVT-01247,Q029,RW-1326,1,1
EVT-01248,Q030,RW-1026,1,1
EVT-01249,Q013,RW-1211,6,1
EVT-01250,Q043,RW-1367,3,1
EVT-01251,Q061,RW-1051,4,1
EVT-01252,Q088,RW-1394,2,1
EVT-01253,Q018,RW-1002,1,1
EVT-01254,Q071,RW-1080,1,1
EVT-01255,Q053,RW-1334,3,1
EVT-01256,Q120,RW-1243,2,1
EVT-01257,Q062,RW-1333,1,1
EVT-01258,Q026,RW-1387,2,1
EVT-01259,Q037,RW-1164,1,1
EVT-01260,Q037,RW-1330,2,1
EVT-01261,Q008,RW-1393,1,1
EVT-01262,Q012,RW-1333,4,1
EVT-01263,Q074,RW-1118,1,1
EVT-01264,Q069,RW-1378,2,1
EVT-01265,Q093,RW-1019,1,1
EVT-01266,Q117,RW-1089,1,1
EVT-01267,Q054,RW-1090,2,1
EVT-01268,Q120,RW-1018,2,1
EVT-01269,Q108,RW-1203,3,1
EVT-01270,Q101,RW-1253,1,1
EVT-01271,Q024,RW-1383,3,1
EVT-01272,Q112,RW-1148,5,1
EVT-01273,Q113,RW-1019,4,1
EVT-01274,Q002,RW-1152,1,1
EVT-01275,Q073,RW-1308,2,1
EVT-01276,Q014,RW-1171,1,1
EVT-01277,Q037,RW-1232,1,1
EVT-01278,Q083,RW-1278,9,1
EVT-01279,Q068,RW-1252,1,1
EVT-01280,Q114,RW-1068,2,1
EVT-01281,Q109,RW-1258,3,1
EVT-01282,Q060,RW-1139,3,1
EVT-01283,Q025,RW-1057,2,1
EVT-01284,Q043,RW-1083,1,1
EVT-01285,Q094,RW-1234,1,1
EVT-01286,Q083,RW-1131,2,1
EVT-01287,Q092,RW-1095,1,1
EVT-01288,Q002,RW-1377,2,1
EVT-01289,Q044,RW-1151,1,1
EVT-01290,Q073,RW-1345,1,1
EVT-01291,Q097,RW-1098,2,1
EVT-01292,Q023,RW-1312,1,1
EVT-01293,Q110,RW-1327,2,1
EVT-01294,Q115,RW-1207,3,1
EVT-01295,Q106,RW-1218,4,1
EVT-01296,Q066,RW-1167,1,1
EVT-01297,Q012,RW-1205,1,1
EVT-01298,Q086,RW-1048,1,1
EVT-01299,Q024,RW-1071,3,1
EVT-01300,Q062,RW-1165,3,1
EVT-01301,Q120,RW-1127,1,1
EVT-01302,Q001,RW-1133,7,1
EVT-01303,Q050,RW-1120,1,1
EVT-01304,Q058,RW-1385,2,1
EVT-01305,Q035,RW-1168,3,1
EVT-01306,Q039,RW-1298,5,1
EVT-01307,Q093,RW-1293,3,1
EVT-01308,Q002,RW-1133,4,1
EVT-01309,Q084,RW-1184,1,1
EVT-01310,Q089,RW-1120,4,1
EVT-01311,Q008,RW-1341,1,1
EVT-01312,Q016,RW-1238,6,1
EVT-01313,Q040,RW-1081,2,1
EVT-01314,Q052,RW-1351,4,1
EVT-01315,Q065,RW-1360,2,1
EVT-01316,Q099,RW-1159,3,1
EVT-01317,Q089,RW-1060,2,1
EVT-01318,Q082,RW-1151,3,1
EVT-01319,Q048,RW-1314,1,1
EVT-01320,Q029,RW-1112,1,1
EVT-01321,Q018,RW-1244,1,1
EVT-01322,Q020,RW-1232,1,1
EVT-01323,Q096,RW-1310,5,1
EVT-01324,Q048,RW-1212,1,1
EVT-01325,Q090,RW-1281,8,1
EVT-01326,Q117,RW-1241,1,1
EVT-01327,Q097,RW-1275,1,1
EVT-01328,Q103,RW-1340,4,1
EVT-01329,Q106,RW-1111,3,1
